Date,SKU,Quantity,Revenue,Current_Stock
2022-09-03,HOODIE-002,2,80,282
2022-09-04,HOODIE-002,3,120,349
2022-09-05,HOODIE-002,4,160,315
2022-09-06,HOODIE-002,2,80,498
2022-09-07,HOODIE-002,3,120,341
2022-09-08,HOODIE-002,2,80,278
2022-09-09,HOODIE-002,2,80,191
2022-09-10,HOODIE-002,3,120,274
2022-09-11,HOODIE-002,2,80,464
2022-09-12,HOODIE-002,3,120,262
2022-09-13,HOODIE-002,2,80,215
2022-09-14,HOODIE-002,2,80,436
2022-09-15,HOODIE-002,2,80,427
2022-09-16,HOODIE-002,2,80,246
2022-09-17,HOODIE-002,2,80,424
2022-09-18,HOODIE-002,2,80,112
2022-09-19,HOODIE-002,2,80,121
2022-09-20,HOODIE-002,2,80,448
2022-09-21,HOODIE-002,3,120,376
2022-09-22,HOODIE-002,2,80,303
2022-09-23,HOODIE-002,2,80,283
2022-09-24,HOODIE-002,2,80,385
2022-09-25,HOODIE-002,2,80,234
2022-09-26,HOODIE-002,2,80,166
2022-09-27,HOODIE-002,2,80,100
2022-09-28,HOODIE-002,2,80,498
2022-09-29,HOODIE-002,2,80,488
2022-09-30,HOODIE-002,2,80,287
2022-10-01,HOODIE-002,2,80,263
2022-10-02,HOODIE-002,2,80,134
2022-10-03,HOODIE-002,2,80,364
2022-10-04,HOODIE-002,2,80,389
2022-10-05,HOODIE-002,2,80,457
2022-10-06,HOODIE-002,2,80,174
2022-10-07,HOODIE-002,2,80,287
2022-10-08,HOODIE-002,2,80,272
2022-10-09,HOODIE-002,2,80,261
2022-10-10,HOODIE-002,2,80,333
2022-10-11,HOODIE-002,2,80,421
2022-10-12,HOODIE-002,1,40,112
2022-10-13,HOODIE-002,2,80,389
2022-10-14,HOODIE-002,2,80,394
2022-10-15,HOODIE-002,1,40,219
2022-10-16,HOODIE-002,2,80,481
2022-10-17,HOODIE-002,3,120,332
2022-10-18,HOODIE-002,2,80,257
2022-10-19,HOODIE-002,2,80,152
2022-10-20,HOODIE-002,2,80,374
2022-10-21,HOODIE-002,2,80,436
2022-10-22,HOODIE-002,2,80,282
2022-10-23,HOODIE-002,1,40,109
2022-10-24,HOODIE-002,2,80,153
2022-10-25,HOODIE-002,2,80,113
2022-10-26,HOODIE-002,2,80,277
2022-10-27,HOODIE-002,3,120,434
2022-10-28,HOODIE-002,3,120,121
2022-10-29,HOODIE-002,2,80,158
2022-10-30,HOODIE-002,2,80,363
2022-10-31,HOODIE-002,2,80,389
2022-11-01,HOODIE-002,3,120,437
2022-11-02,HOODIE-002,5,200,460
2022-11-03,HOODIE-002,5,200,303
2022-11-04,HOODIE-002,4,160,340
2022-11-05,HOODIE-002,5,200,448
2022-11-06,HOODIE-002,5,200,405
2022-11-07,HOODIE-002,5,200,363
2022-11-08,HOODIE-002,4,160,238
2022-11-09,HOODIE-002,6,240,220
2022-11-10,HOODIE-002,4,160,261
2022-11-11,HOODIE-002,4,160,199
2022-11-12,HOODIE-002,4,160,155
2022-11-13,HOODIE-002,4,160,278
2022-11-14,HOODIE-002,5,200,317
2022-11-15,HOODIE-002,5,200,415
2022-11-16,HOODIE-002,7,280,493
2022-11-17,HOODIE-002,6,240,274
2022-11-18,HOODIE-002,6,240,112
2022-11-19,HOODIE-002,5,200,200
2022-11-20,HOODIE-002,6,240,193
2022-11-21,HOODIE-002,6,240,300
2022-11-22,HOODIE-002,6,240,239
2022-11-23,HOODIE-002,5,200,392
2022-11-24,HOODIE-002,6,240,403
2022-11-25,HOODIE-002,5,200,458
2022-11-26,HOODIE-002,3,120,402
2022-11-27,HOODIE-002,6,240,245
2022-11-28,HOODIE-002,7,280,460
2022-11-29,HOODIE-002,7,280,479
2022-11-30,HOODIE-002,6,240,328
2022-12-01,HOODIE-002,8,320,496
2022-12-02,HOODIE-002,10,400,236
2022-12-03,HOODIE-002,7,280,428
2022-12-04,HOODIE-002,9,360,199
2022-12-05,HOODIE-002,9,360,208
2022-12-06,HOODIE-002,9,360,391
2022-12-07,HOODIE-002,8,320,373
2022-12-08,HOODIE-002,9,360,409
2022-12-09,HOODIE-002,8,320,164
2022-12-10,HOODIE-002,8,320,326
2022-12-11,HOODIE-002,9,360,112
2022-12-12,HOODIE-002,6,240,152
2022-12-13,HOODIE-002,9,360,173
2022-12-14,HOODIE-002,9,360,486
2022-12-15,HOODIE-002,8,320,210
2022-12-16,HOODIE-002,10,400,471
2022-12-17,HOODIE-002,9,360,123
2022-12-18,HOODIE-002,10,400,477
2022-12-19,HOODIE-002,10,400,287
2022-12-20,HOODIE-002,12,480,218
2022-12-21,HOODIE-002,9,360,255
2022-12-22,HOODIE-002,8,320,191
2022-12-23,HOODIE-002,9,360,285
2022-12-24,HOODIE-002,10,400,269
2022-12-25,HOODIE-002,12,480,286
2022-12-26,HOODIE-002,8,320,233
2022-12-27,HOODIE-002,8,320,490
2022-12-28,HOODIE-002,10,400,343
2022-12-29,HOODIE-002,13,520,412
2022-12-30,HOODIE-002,12,480,234
2022-12-31,HOODIE-002,8,320,327
2023-01-01,HOODIE-002,5,200,316
2023-01-02,HOODIE-002,5,200,144
2023-01-03,HOODIE-002,3,120,294
2023-01-04,HOODIE-002,4,160,256
2023-01-05,HOODIE-002,5,200,178
2023-01-06,HOODIE-002,3,120,223
2023-01-07,HOODIE-002,4,160,189
2023-01-08,HOODIE-002,5,200,203
2023-01-09,HOODIE-002,5,200,242
2023-01-10,HOODIE-002,5,200,387
2023-01-11,HOODIE-002,5,200,158
2023-01-12,HOODIE-002,4,160,189
2023-01-13,HOODIE-002,5,200,125
2023-01-14,HOODIE-002,5,200,124
2023-01-15,HOODIE-002,5,200,366
2023-01-16,HOODIE-002,6,240,280
2023-01-17,HOODIE-002,6,240,450
2023-01-18,HOODIE-002,5,200,420
2023-01-19,HOODIE-002,6,240,315
2023-01-20,HOODIE-002,5,200,287
2023-01-21,HOODIE-002,5,200,273
2023-01-22,HOODIE-002,5,200,341
2023-01-23,HOODIE-002,6,240,183
2023-01-24,HOODIE-002,6,240,407
2023-01-25,HOODIE-002,4,160,325
2023-01-26,HOODIE-002,5,200,114
2023-01-27,HOODIE-002,6,240,145
2023-01-28,HOODIE-002,6,240,489
2023-01-29,HOODIE-002,6,240,309
2023-01-30,HOODIE-002,5,200,177
2023-01-31,HOODIE-002,4,160,321
2023-02-01,HOODIE-002,7,280,102
2023-02-02,HOODIE-002,6,240,334
2023-02-03,HOODIE-002,5,200,207
2023-02-04,HOODIE-002,6,240,255
2023-02-05,HOODIE-002,6,240,169
2023-02-06,HOODIE-002,6,240,351
2023-02-07,HOODIE-002,5,200,147
2023-02-08,HOODIE-002,7,280,431
2023-02-09,HOODIE-002,6,240,238
2023-02-10,HOODIE-002,7,280,410
2023-02-11,HOODIE-002,6,240,457
2023-02-12,HOODIE-002,6,240,359
2023-02-13,HOODIE-002,6,240,207
2023-02-14,HOODIE-002,7,280,346
2023-02-15,HOODIE-002,6,240,107
2023-02-16,HOODIE-002,6,240,451
2023-02-17,HOODIE-002,5,200,193
2023-02-18,HOODIE-002,8,320,286
2023-02-19,HOODIE-002,8,320,183
2023-02-20,HOODIE-002,8,320,185
2023-02-21,HOODIE-002,7,280,143
2023-02-22,HOODIE-002,7,280,354
2023-02-23,HOODIE-002,6,240,270
2023-02-24,HOODIE-002,7,280,190
2023-02-25,HOODIE-002,5,200,377
2023-02-26,HOODIE-002,6,240,463
2023-02-27,HOODIE-002,7,280,240
2023-02-28,HOODIE-002,7,280,188
2023-03-01,HOODIE-002,7,280,192
2023-03-02,HOODIE-002,9,360,216
2023-03-03,HOODIE-002,6,240,193
2023-03-04,HOODIE-002,5,200,373
2023-03-05,HOODIE-002,8,320,272
2023-03-06,HOODIE-002,7,280,190
2023-03-07,HOODIE-002,5,200,181
2023-03-08,HOODIE-002,5,200,157
2023-03-09,HOODIE-002,8,320,253
2023-03-10,HOODIE-002,5,200,204
2023-03-11,HOODIE-002,7,280,488
2023-03-12,HOODIE-002,6,240,320
2023-03-13,HOODIE-002,8,320,167
2023-03-14,HOODIE-002,5,200,248
2023-03-15,HOODIE-002,9,360,198
2023-03-16,HOODIE-002,8,320,208
2023-03-17,HOODIE-002,6,240,287
2023-03-18,HOODIE-002,8,320,253
2023-03-19,HOODIE-002,7,280,139
2023-03-20,HOODIE-002,9,360,378
2023-03-21,HOODIE-002,6,240,461
2023-03-22,HOODIE-002,7,280,208
2023-03-23,HOODIE-002,8,320,320
2023-03-24,HOODIE-002,6,240,211
2023-03-25,HOODIE-002,6,240,202
2023-03-26,HOODIE-002,7,280,423
2023-03-27,HOODIE-002,7,280,477
2023-03-28,HOODIE-002,7,280,294
2023-03-29,HOODIE-002,8,320,466
2023-03-30,HOODIE-002,7,280,288
2023-03-31,HOODIE-002,7,280,263
2023-04-01,HOODIE-002,8,320,103
2023-04-02,HOODIE-002,8,320,422
2023-04-03,HOODIE-002,4,160,280
2023-04-04,HOODIE-002,8,320,347
2023-04-05,HOODIE-002,7,280,450
2023-04-06,HOODIE-002,7,280,353
2023-04-07,HOODIE-002,9,360,348
2023-04-08,HOODIE-002,10,400,287
2023-04-09,HOODIE-002,6,240,237
2023-04-10,HOODIE-002,7,280,267
2023-04-11,HOODIE-002,6,240,416
2023-04-12,HOODIE-002,6,240,311
2023-04-13,HOODIE-002,8,320,338
2023-04-14,HOODIE-002,6,240,268
2023-04-15,HOODIE-002,7,280,405
2023-04-16,HOODIE-002,8,320,129
2023-04-17,HOODIE-002,8,320,305
2023-04-18,HOODIE-002,6,240,284
2023-04-19,HOODIE-002,8,320,473
2023-04-20,HOODIE-002,7,280,327
2023-04-21,HOODIE-002,8,320,340
2023-04-22,HOODIE-002,5,200,371
2023-04-23,HOODIE-002,7,280,301
2023-04-24,HOODIE-002,6,240,131
2023-04-25,HOODIE-002,7,280,108
2023-04-26,HOODIE-002,6,240,238
2023-04-27,HOODIE-002,6,240,372
2023-04-28,HOODIE-002,9,360,423
2023-04-29,HOODIE-002,7,280,222
2023-04-30,HOODIE-002,7,280,456
2023-05-01,HOODIE-002,7,280,316
2023-05-02,HOODIE-002,6,240,150
2023-05-03,HOODIE-002,7,280,187
2023-05-04,HOODIE-002,6,240,293
2023-05-05,HOODIE-002,8,320,478
2023-05-06,HOODIE-002,8,320,297
2023-05-07,HOODIE-002,7,280,266
2023-05-08,HOODIE-002,7,280,225
2023-05-09,HOODIE-002,6,240,268
2023-05-10,HOODIE-002,6,240,172
2023-05-11,HOODIE-002,5,200,407
2023-05-12,HOODIE-002,5,200,344
2023-05-13,HOODIE-002,7,280,175
2023-05-14,HOODIE-002,7,280,467
2023-05-15,HOODIE-002,7,280,164
2023-05-16,HOODIE-002,6,240,436
2023-05-17,HOODIE-002,5,200,131
2023-05-18,HOODIE-002,6,240,451
2023-05-19,HOODIE-002,5,200,438
2023-05-20,HOODIE-002,8,320,142
2023-05-21,HOODIE-002,5,200,414
2023-05-22,HOODIE-002,6,240,438
2023-05-23,HOODIE-002,6,240,267
2023-05-24,HOODIE-002,8,320,438
2023-05-25,HOODIE-002,4,160,435
2023-05-26,HOODIE-002,5,200,489
2023-05-27,HOODIE-002,6,240,188
2023-05-28,HOODIE-002,6,240,247
2023-05-29,HOODIE-002,7,280,101
2023-05-30,HOODIE-002,7,280,475
2023-05-31,HOODIE-002,6,240,427
2023-06-01,HOODIE-002,7,280,106
2023-06-02,HOODIE-002,6,240,213
2023-06-03,HOODIE-002,6,240,371
2023-06-04,HOODIE-002,6,240,427
2023-06-05,HOODIE-002,6,240,223
2023-06-06,HOODIE-002,4,160,239
2023-06-07,HOODIE-002,5,200,489
2023-06-08,HOODIE-002,7,280,433
2023-06-09,HOODIE-002,5,200,168
2023-06-10,HOODIE-002,5,200,118
2023-06-11,HOODIE-002,4,160,313
2023-06-12,HOODIE-002,5,200,146
2023-06-13,HOODIE-002,5,200,266
2023-06-14,HOODIE-002,5,200,281
2023-06-15,HOODIE-002,6,240,490
2023-06-16,HOODIE-002,4,160,227
2023-06-17,HOODIE-002,6,240,409
2023-06-18,HOODIE-002,5,200,460
2023-06-19,HOODIE-002,5,200,156
2023-06-20,HOODIE-002,5,200,301
2023-06-21,HOODIE-002,5,200,116
2023-06-22,HOODIE-002,5,200,417
2023-06-23,HOODIE-002,4,160,268
2023-06-24,HOODIE-002,6,240,318
2023-06-25,HOODIE-002,6,240,276
2023-06-26,HOODIE-002,4,160,365
2023-06-27,HOODIE-002,4,160,197
2023-06-28,HOODIE-002,3,120,223
2023-06-29,HOODIE-002,5,200,379
2023-06-30,HOODIE-002,5,200,394
2023-07-01,HOODIE-002,5,200,318
2023-07-02,HOODIE-002,4,160,207
2023-07-03,HOODIE-002,4,160,183
2023-07-04,HOODIE-002,4,160,408
2023-07-05,HOODIE-002,4,160,389
2023-07-06,HOODIE-002,4,160,382
2023-07-07,HOODIE-002,5,200,365
2023-07-08,HOODIE-002,6,240,425
2023-07-09,HOODIE-002,4,160,332
2023-07-10,HOODIE-002,3,120,357
2023-07-11,HOODIE-002,4,160,164
2023-07-12,HOODIE-002,4,160,408
2023-07-13,HOODIE-002,3,120,178
2023-07-14,HOODIE-002,3,120,383
2023-07-15,HOODIE-002,5,200,468
2023-07-16,HOODIE-002,4,160,236
2023-07-17,HOODIE-002,4,160,263
2023-07-18,HOODIE-002,4,160,387
2023-07-19,HOODIE-002,5,200,361
2023-07-20,HOODIE-002,4,160,343
2023-07-21,HOODIE-002,4,160,440
2023-07-22,HOODIE-002,4,160,370
2023-07-23,HOODIE-002,4,160,231
2023-07-24,HOODIE-002,5,200,347
2023-07-25,HOODIE-002,3,120,447
2023-07-26,HOODIE-002,4,160,269
2023-07-27,HOODIE-002,4,160,311
2023-07-28,HOODIE-002,4,160,344
2023-07-29,HOODIE-002,3,120,250
2023-07-30,HOODIE-002,3,120,465
2023-07-31,HOODIE-002,3,120,168
2023-08-01,HOODIE-002,3,120,417
2023-08-02,HOODIE-002,2,80,413
2023-08-03,HOODIE-002,4,160,193
2023-08-04,HOODIE-002,4,160,403
2023-08-05,HOODIE-002,4,160,226
2023-08-06,HOODIE-002,3,120,374
2023-08-07,HOODIE-002,2,80,273
2023-08-08,HOODIE-002,3,120,486
2023-08-09,HOODIE-002,4,160,475
2023-08-10,HOODIE-002,3,120,190
2023-08-11,HOODIE-002,3,120,308
2023-08-12,HOODIE-002,3,120,172
2023-08-13,HOODIE-002,3,120,394
2023-08-14,HOODIE-002,3,120,468
2023-08-15,HOODIE-002,3,120,157
2023-08-16,HOODIE-002,3,120,462
2023-08-17,HOODIE-002,3,120,267
2023-08-18,HOODIE-002,3,120,213
2023-08-19,HOODIE-002,3,120,191
2023-08-20,HOODIE-002,3,120,117
2023-08-21,HOODIE-002,2,80,238
2023-08-22,HOODIE-002,3,120,285
2023-08-23,HOODIE-002,2,80,409
2023-08-24,HOODIE-002,3,120,187
2023-08-25,HOODIE-002,2,80,341
2023-08-26,HOODIE-002,3,120,220
2023-08-27,HOODIE-002,2,80,232
2023-08-28,HOODIE-002,2,80,301
2023-08-29,HOODIE-002,3,120,182
2023-08-30,HOODIE-002,3,120,390
2023-08-31,HOODIE-002,2,80,333
2023-09-01,HOODIE-002,3,120,122
2023-09-02,HOODIE-002,3,120,477
2023-09-03,HOODIE-002,2,80,151
2023-09-04,HOODIE-002,2,80,401
2023-09-05,HOODIE-002,2,80,131
2023-09-06,HOODIE-002,2,80,209
2023-09-07,HOODIE-002,2,80,276
2023-09-08,HOODIE-002,2,80,196
2023-09-09,HOODIE-002,2,80,468
2023-09-10,HOODIE-002,2,80,208
2023-09-11,HOODIE-002,2,80,134
2023-09-12,HOODIE-002,2,80,360
2023-09-13,HOODIE-002,1,40,186
2023-09-14,HOODIE-002,2,80,412
2023-09-15,HOODIE-002,2,80,482
2023-09-16,HOODIE-002,2,80,264
2023-09-17,HOODIE-002,2,80,186
2023-09-18,HOODIE-002,2,80,211
2023-09-19,HOODIE-002,2,80,144
2023-09-20,HOODIE-002,2,80,117
2023-09-21,HOODIE-002,2,80,193
2023-09-22,HOODIE-002,2,80,237
2023-09-23,HOODIE-002,2,80,214
2023-09-24,HOODIE-002,2,80,127
2023-09-25,HOODIE-002,1,40,110
2023-09-26,HOODIE-002,1,40,498
2023-09-27,HOODIE-002,2,80,481
2023-09-28,HOODIE-002,2,80,236
2023-09-29,HOODIE-002,2,80,274
2023-09-30,HOODIE-002,2,80,294
2023-10-01,HOODIE-002,2,80,429
2023-10-02,HOODIE-002,3,120,453
2023-10-03,HOODIE-002,2,80,240
2023-10-04,HOODIE-002,2,80,338
2023-10-05,HOODIE-002,2,80,304
2023-10-06,HOODIE-002,2,80,416
2023-10-07,HOODIE-002,3,120,394
2023-10-08,HOODIE-002,2,80,170
2023-10-09,HOODIE-002,2,80,368
2023-10-10,HOODIE-002,2,80,106
2023-10-11,HOODIE-002,2,80,413
2023-10-12,HOODIE-002,1,40,340
2023-10-13,HOODIE-002,2,80,161
2023-10-14,HOODIE-002,3,120,216
2023-10-15,HOODIE-002,2,80,381
2023-10-16,HOODIE-002,2,80,420
2023-10-17,HOODIE-002,3,120,192
2023-10-18,HOODIE-002,2,80,463
2023-10-19,HOODIE-002,2,80,217
2023-10-20,HOODIE-002,2,80,438
2023-10-21,HOODIE-002,3,120,246
2023-10-22,HOODIE-002,2,80,129
2023-10-23,HOODIE-002,2,80,156
2023-10-24,HOODIE-002,2,80,284
2023-10-25,HOODIE-002,3,120,459
2023-10-26,HOODIE-002,2,80,421
2023-10-27,HOODIE-002,2,80,432
2023-10-28,HOODIE-002,2,80,320
2023-10-29,HOODIE-002,3,120,222
2023-10-30,HOODIE-002,2,80,102
2023-10-31,HOODIE-002,2,80,281
2023-11-01,HOODIE-002,5,200,161
2023-11-02,HOODIE-002,6,240,231
2023-11-03,HOODIE-002,6,240,221
2023-11-04,HOODIE-002,5,200,206
2023-11-05,HOODIE-002,5,200,485
2023-11-06,HOODIE-002,5,200,161
2023-11-07,HOODIE-002,5,200,258
2023-11-08,HOODIE-002,6,240,223
2023-11-09,HOODIE-002,5,200,300
2023-11-10,HOODIE-002,5,200,349
2023-11-11,HOODIE-002,6,240,417
2023-11-12,HOODIE-002,7,280,394
2023-11-13,HOODIE-002,6,240,454
2023-11-14,HOODIE-002,6,240,310
2023-11-15,HOODIE-002,7,280,170
2023-11-16,HOODIE-002,6,240,191
2023-11-17,HOODIE-002,6,240,499
2023-11-18,HOODIE-002,5,200,314
2023-11-19,HOODIE-002,4,160,445
2023-11-20,HOODIE-002,7,280,391
2023-11-21,HOODIE-002,6,240,161
2023-11-22,HOODIE-002,7,280,431
2023-11-23,HOODIE-002,7,280,153
2023-11-24,HOODIE-002,6,240,115
2023-11-25,HOODIE-002,5,200,139
2023-11-26,HOODIE-002,5,200,336
2023-11-27,HOODIE-002,6,240,303
2023-11-28,HOODIE-002,5,200,237
2023-11-29,HOODIE-002,5,200,180
2023-11-30,HOODIE-002,6,240,317
2023-12-01,HOODIE-002,7,280,445
2023-12-02,HOODIE-002,10,400,378
2023-12-03,HOODIE-002,9,360,483
2023-12-04,HOODIE-002,9,360,161
2023-12-05,HOODIE-002,7,280,265
2023-12-06,HOODIE-002,9,360,321
2023-12-07,HOODIE-002,9,360,255
2023-12-08,HOODIE-002,6,240,477
2023-12-09,HOODIE-002,10,400,490
2023-12-10,HOODIE-002,7,280,377
2023-12-11,HOODIE-002,8,320,474
2023-12-12,HOODIE-002,11,440,425
2023-12-13,HOODIE-002,10,400,439
2023-12-14,HOODIE-002,10,400,303
2023-12-15,HOODIE-002,8,320,264
2023-12-16,HOODIE-002,8,320,162
2023-12-17,HOODIE-002,8,320,195
2023-12-18,HOODIE-002,7,280,262
2023-12-19,HOODIE-002,10,400,401
2023-12-20,HOODIE-002,11,440,277
2023-12-21,HOODIE-002,9,360,465
2023-12-22,HOODIE-002,12,480,286
2023-12-23,HOODIE-002,12,480,203
2023-12-24,HOODIE-002,10,400,176
2023-12-25,HOODIE-002,10,400,430
2023-12-26,HOODIE-002,11,440,281
2023-12-27,HOODIE-002,14,560,499
2023-12-28,HOODIE-002,8,320,352
2023-12-29,HOODIE-002,11,440,286
2023-12-30,HOODIE-002,10,400,403
2023-12-31,HOODIE-002,9,360,282
2024-01-01,HOODIE-002,5,200,306
2024-01-02,HOODIE-002,4,160,102
2024-01-03,HOODIE-002,5,200,307
2024-01-04,HOODIE-002,3,120,438
2024-01-05,HOODIE-002,4,160,124
2024-01-06,HOODIE-002,5,200,118
2024-01-07,HOODIE-002,4,160,270
2024-01-08,HOODIE-002,4,160,252
2024-01-09,HOODIE-002,5,200,375
2024-01-10,HOODIE-002,6,240,238
2024-01-11,HOODIE-002,5,200,209
2024-01-12,HOODIE-002,6,240,290
2024-01-13,HOODIE-002,4,160,414
2024-01-14,HOODIE-002,3,120,149
2024-01-15,HOODIE-002,4,160,487
2024-01-16,HOODIE-002,5,200,265
2024-01-17,HOODIE-002,6,240,113
2024-01-18,HOODIE-002,5,200,254
2024-01-19,HOODIE-002,5,200,154
2024-01-20,HOODIE-002,6,240,442
2024-01-21,HOODIE-002,6,240,158
2024-01-22,HOODIE-002,6,240,438
2024-01-23,HOODIE-002,7,280,420
2024-01-24,HOODIE-002,7,280,242
2024-01-25,HOODIE-002,7,280,203
2024-01-26,HOODIE-002,5,200,308
2024-01-27,HOODIE-002,7,280,192
2024-01-28,HOODIE-002,5,200,395
2024-01-29,HOODIE-002,5,200,217
2024-01-30,HOODIE-002,6,240,255
2024-01-31,HOODIE-002,6,240,283
2024-02-01,HOODIE-002,7,280,421
2024-02-02,HOODIE-002,6,240,391
2024-02-03,HOODIE-002,6,240,463
2024-02-04,HOODIE-002,6,240,398
2024-02-05,HOODIE-002,5,200,227
2024-02-06,HOODIE-002,6,240,439
2024-02-07,HOODIE-002,5,200,144
2024-02-08,HOODIE-002,7,280,338
2024-02-09,HOODIE-002,5,200,314
2024-02-10,HOODIE-002,8,320,187
2024-02-11,HOODIE-002,6,240,338
2024-02-12,HOODIE-002,6,240,322
2024-02-13,HOODIE-002,6,240,194
2024-02-14,HOODIE-002,7,280,472
2024-02-15,HOODIE-002,6,240,330
2024-02-16,HOODIE-002,6,240,408
2024-02-17,HOODIE-002,6,240,170
2024-02-18,HOODIE-002,6,240,463
2024-02-19,HOODIE-002,6,240,149
2024-02-20,HOODIE-002,5,200,457
2024-02-21,HOODIE-002,8,320,392
2024-02-22,HOODIE-002,4,160,225
2024-02-23,HOODIE-002,7,280,192
2024-02-24,HOODIE-002,5,200,449
2024-02-25,HOODIE-002,5,200,112
2024-02-26,HOODIE-002,5,200,135
2024-02-27,HOODIE-002,7,280,322
2024-02-28,HOODIE-002,6,240,437
2024-02-29,HOODIE-002,8,320,482
2024-03-01,HOODIE-002,6,240,475
2024-03-02,HOODIE-002,7,280,474
2024-03-03,HOODIE-002,6,240,110
2024-03-04,HOODIE-002,8,320,291
2024-03-05,HOODIE-002,7,280,365
2024-03-06,HOODIE-002,5,200,454
2024-03-07,HOODIE-002,7,280,211
2024-03-08,HOODIE-002,7,280,164
2024-03-09,HOODIE-002,7,280,346
2024-03-10,HOODIE-002,7,280,205
2024-03-11,HOODIE-002,7,280,280
2024-03-12,HOODIE-002,6,240,496
2024-03-13,HOODIE-002,4,160,188
2024-03-14,HOODIE-002,9,360,498
2024-03-15,HOODIE-002,8,320,205
2024-03-16,HOODIE-002,7,280,266
2024-03-17,HOODIE-002,5,200,112
2024-03-18,HOODIE-002,6,240,181
2024-03-19,HOODIE-002,6,240,432
2024-03-20,HOODIE-002,7,280,137
2024-03-21,HOODIE-002,9,360,310
2024-03-22,HOODIE-002,6,240,147
2024-03-23,HOODIE-002,7,280,117
2024-03-24,HOODIE-002,7,280,286
2024-03-25,HOODIE-002,6,240,444
2024-03-26,HOODIE-002,8,320,464
2024-03-27,HOODIE-002,7,280,436
2024-03-28,HOODIE-002,7,280,176
2024-03-29,HOODIE-002,9,360,287
2024-03-30,HOODIE-002,9,360,231
2024-03-31,HOODIE-002,7,280,138
2024-04-01,HOODIE-002,7,280,286
2024-04-02,HOODIE-002,7,280,290
2024-04-03,HOODIE-002,6,240,321
2024-04-04,HOODIE-002,7,280,230
2024-04-05,HOODIE-002,7,280,195
2024-04-06,HOODIE-002,7,280,299
2024-04-07,HOODIE-002,5,200,105
2024-04-08,HOODIE-002,8,320,305
2024-04-09,HOODIE-002,7,280,414
2024-04-10,HOODIE-002,8,320,386
2024-04-11,HOODIE-002,5,200,407
2024-04-12,HOODIE-002,8,320,444
2024-04-13,HOODIE-002,10,400,482
2024-04-14,HOODIE-002,9,360,487
2024-04-15,HOODIE-002,8,320,304
2024-04-16,HOODIE-002,8,320,436
2024-04-17,HOODIE-002,7,280,498
2024-04-18,HOODIE-002,6,240,372
2024-04-19,HOODIE-002,6,240,318
2024-04-20,HOODIE-002,6,240,208
2024-04-21,HOODIE-002,7,280,414
2024-04-22,HOODIE-002,7,280,210
2024-04-23,HOODIE-002,7,280,255
2024-04-24,HOODIE-002,8,320,288
2024-04-25,HOODIE-002,7,280,309
2024-04-26,HOODIE-002,5,200,385
2024-04-27,HOODIE-002,8,320,368
2024-04-28,HOODIE-002,6,240,270
2024-04-29,HOODIE-002,7,280,215
2024-04-30,HOODIE-002,4,160,242
2024-05-01,HOODIE-002,7,280,152
2024-05-02,HOODIE-002,8,320,483
2024-05-03,HOODIE-002,7,280,407
2024-05-04,HOODIE-002,6,240,236
2024-05-05,HOODIE-002,6,240,326
2024-05-06,HOODIE-002,7,280,430
2024-05-07,HOODIE-002,5,200,370
2024-05-08,HOODIE-002,6,240,239
2024-05-09,HOODIE-002,6,240,491
2024-05-10,HOODIE-002,7,280,171
2024-05-11,HOODIE-002,7,280,206
2024-05-12,HOODIE-002,7,280,331
2024-05-13,HOODIE-002,8,320,320
2024-05-14,HOODIE-002,7,280,312
2024-05-15,HOODIE-002,7,280,489
2024-05-16,HOODIE-002,6,240,441
2024-05-17,HOODIE-002,6,240,332
2024-05-18,HOODIE-002,8,320,326
2024-05-19,HOODIE-002,4,160,248
2024-05-20,HOODIE-002,5,200,214
2024-05-21,HOODIE-002,7,280,105
2024-05-22,HOODIE-002,8,320,246
2024-05-23,HOODIE-002,5,200,137
2024-05-24,HOODIE-002,5,200,218
2024-05-25,HOODIE-002,6,240,313
2024-05-26,HOODIE-002,8,320,317
2024-05-27,HOODIE-002,6,240,368
2024-05-28,HOODIE-002,6,240,407
2024-05-29,HOODIE-002,6,240,327
2024-05-30,HOODIE-002,8,320,346
2024-05-31,HOODIE-002,7,280,351
2024-06-01,HOODIE-002,5,200,454
2024-06-02,HOODIE-002,5,200,383
2024-06-03,HOODIE-002,5,200,484
2024-06-04,HOODIE-002,6,240,307
2024-06-05,HOODIE-002,6,240,469
2024-06-06,HOODIE-002,5,200,241
2024-06-07,HOODIE-002,6,240,336
2024-06-08,HOODIE-002,6,240,349
2024-06-09,HOODIE-002,3,120,217
2024-06-10,HOODIE-002,6,240,459
2024-06-11,HOODIE-002,6,240,109
2024-06-12,HOODIE-002,5,200,294
2024-06-13,HOODIE-002,4,160,382
2024-06-14,HOODIE-002,6,240,381
2024-06-15,HOODIE-002,4,160,274
2024-06-16,HOODIE-002,6,240,439
2024-06-17,HOODIE-002,5,200,239
2024-06-18,HOODIE-002,5,200,282
2024-06-19,HOODIE-002,5,200,467
2024-06-20,HOODIE-002,4,160,257
2024-06-21,HOODIE-002,4,160,486
2024-06-22,HOODIE-002,4,160,215
2024-06-23,HOODIE-002,3,120,313
2024-06-24,HOODIE-002,5,200,471
2024-06-25,HOODIE-002,4,160,393
2024-06-26,HOODIE-002,5,200,465
2024-06-27,HOODIE-002,5,200,401
2024-06-28,HOODIE-002,5,200,477
